Vehicle_ID,Veh_Len,Veh_Class,Org_Zone,Dest_Zone,Veh_minTime,Veh_maxTime
307,18,2,123,214,1163232800,1163321600
337,14,2,123,214,1163236400,1163318500
361,15,2,123,201,1163266000,1163267600
1715,17.5,2,123,223,1163267700,1163271600
378,14,2,123,201,1163272800,1163273900
410,15.2,2,123,213,1163295600,1163411900
451,17.5,2,123,223,1163311200,1163311300
491,17.5,2,123,215,1163321700,1163480900
518,13.5,2,123,223,1163338500,1163340900
533,12.1,2,123,201,1163344400,1163345500
539,13,2,123,201,1163348000,1163349700
577,17.5,2,123,223,1163368800,1163371100
601,16.5,2,123,214,1163394300,1163500500
667,16,2,123,201,1163435100,1163437000
705,15.8,2,123,201,1163453200,1163561100
749,15.2,2,123,214,1163493400,1163605600
758,15.9,2,123,214,1163495700,1163607300
850,15.4,2,123,201,1163532400,1163534300
872,15,2,123,223,1163538700,1163541600
886,16,2,123,223,1163543200,1163545500
893,15,2,123,223,1163545800,1163548000
968,16.8,2,123,203,1163596600,1163616700
970,17.1,2,123,214,1163598000,1163706100
975,14.8,2,123,214,1163599400,1163712600
1045,16,2,123,201,1163618900,1163620300
1109,18.1,2,123,223,1163643200,1163645900
1136,16.5,2,123,223,1163662200,1163681500
1149,16.8,2,123,201,1163669100,1163670900
1181,17,2,123,201,1163694000,1163695900
1182,16.4,2,123,214,1163694600,1163825500
1187,16.3,2,123,222,1163697100,1163788400
1192,16.7,2,123,214,1163699200,1163822100
1262,15.2,2,123,210,1163732500,1163845300
1274,17.5,2,123,223,1163739300,1163741800
1338,14.9,2,123,201,1163770200,1163771600
1345,14.3,2,123,201,1163775100,1163776700
1364,16.2,2,123,214,1163793500,1163919200
1369,15.7,2,123,214,1163796600,1163922000
1382,14.6,2,123,215,1163798900,1163930900
1387,15.7,2,123,214,1163801100,1163924300
1390,15.9,2,123,214,1163803000,1163926400
1469,16.3,2,123,201,1163832000,1163835100
1489,15.5,2,123,223,1163841000,1163843500
1499,16.6,2,123,201,1163848400,1163850200
1543,16.8,2,123,214,1163893700,1163997500
1607,13.7,2,123,201,1163916900,1163917800
