984,101,214,1163602700.000000,1163803400.000000,0,6,200.700000
1077,102,214,1163629000.000000,1163714300.000000,11,6,85.300000
1087,102,215,1163631900.000000,1163785700.000000,11,5,153.800000
1090,102,214,1163633700.000000,1163799600.000000,11,6,165.900000
1102,101,214,1163637000.000000,1163716800.000000,0,6,79.800000
1104,101,214,1163637800.000000,1163713000.000000,0,6,75.200000
1123,101,214,1163654200.000000,1163805600.000000,0,6,151.400000
1131,101,214,1163660600.000000,1163801400.000000,0,6,140.800000
1134,101,215,1163662200.000000,1163790700.000000,0,5,128.500000
1142,101,215,1163663900.000000,1163791800.000000,0,5,127.900000
1147,101,214,1163668300.000000,1163803500.000000,0,6,135.200000
1152,101,214,1163669600.000000,1163807300.000000,0,6,137.700000
1155,101,214,1163674000.000000,1163808900.000000,0,6,134.900000
1157,101,214,1163674000.000000,1163811500.000000,0,6,137.500000
1165,101,214,1163683000.000000,1163813800.000000,0,6,130.800000
1170,101,214,1163685700.000000,1163912400.000000,0,6,226.700000
1173,101,214,1163687000.000000,1163809700.000000,0,6,122.700000
1176,101,215,1163688900.000000,1163886700.000000,0,5,197.800000
1182,123,214,1163694600.000000,1163825500.000000,1,6,130.900000
1192,123,214,1163699200.000000,1163822100.000000,1,6,122.900000
1232,102,214,1163718400.000000,1163910800.000000,11,6,192.400000
1289,101,214,1163748600.000000,1163908100.000000,0,6,159.500000
1303,102,215,1163751800.000000,1163884700.000000,11,5,132.900000
1308,101,214,1163753900.000000,1163910200.000000,0,6,156.300000
1311,101,214,1163754300.000000,1163915000.000000,0,6,160.700000
1331,101,214,1163768000.000000,1163913600.000000,0,6,145.600000
1343,101,214,1163770800.000000,1163917500.000000,0,6,146.700000
1350,102,214,1163777200.000000,1163912200.000000,11,6,135.000000
1364,123,214,1163793500.000000,1163919200.000000,1,6,125.700000
1369,123,214,1163796600.000000,1163922000.000000,1,6,125.400000
1382,123,215,1163798900.000000,1163930900.000000,1,5,132.000000
1387,123,214,1163801100.000000,1163924300.000000,1,6,123.200000
1390,123,214,1163803000.000000,1163926400.000000,1,6,123.400000
1431,102,214,1163814000.000000,1163915400.000000,11,6,101.400000
1452,102,214,1163820600.000000,1164003700.000000,11,6,183.100000
1473,102,214,1163834000.000000,1163999600.000000,11,6,165.600000
1476,101,214,1163834500.000000,1163995900.000000,0,6,161.400000
1483,101,214,1163839200.000000,1164008200.000000,0,6,169.000000
1543,123,214,1163893700.000000,1163997500.000000,1,6,103.800000
1558,101,215,1163899700.000000,1164030800.000000,0,5,131.100000
1621,102,214,1163921600.000000,1164011000.000000,11,6,89.400000
1640,102,214,1163927600.000000,1164009200.000000,11,6,81.600000
1689,101,214,1163188200.000000,1163404200.000000,0,6,216.000000
1708,101,214,1163162900.000000,1163304300.000000,0,6,141.400000
