979,114,201,1163600900.000000,1163757000.000000,6,0,156.100000
999,114,201,1163606500.000000,1163687100.000000,6,0,80.600000
1007,115,201,1163609200.000000,1163688700.000000,5,0,79.500000
1009,114,201,1163611000.000000,1163763400.000000,6,0,152.400000
1020,114,201,1163612800.000000,1163757700.000000,6,0,144.900000
1027,114,201,1163615500.000000,1163765800.000000,6,0,150.300000
1041,115,201,1163617400.000000,1163767500.000000,5,0,150.100000
1043,115,223,1163617600.000000,1163689300.000000,5,1,71.700000
1050,114,202,1163619500.000000,1163748700.000000,6,11,129.200000
1055,114,223,1163620900.000000,1163697400.000000,6,1,76.500000
1057,114,201,1163621500.000000,1163769300.000000,6,0,147.800000
1067,115,201,1163626700.000000,1163761600.000000,5,0,134.900000
1084,114,201,1163629700.000000,1163767300.000000,6,0,137.600000
1103,115,223,1163638300.000000,1163702600.000000,5,1,64.300000
1110,115,201,1163646900.000000,1163758900.000000,5,0,112.000000
1114,115,202,1163650800.000000,1163776900.000000,5,11,126.100000
1121,115,202,1163654400.000000,1163779000.000000,5,11,124.600000
1127,115,201,1163660400.000000,1163771500.000000,5,0,111.100000
1145,115,201,1163667100.000000,1163770000.000000,5,0,102.900000
1177,115,202,1163692400.000000,1163788200.000000,5,11,95.800000
1179,115,201,1163692400.000000,1163785500.000000,5,0,93.100000
1185,115,201,1163694600.000000,1163786800.000000,5,0,92.200000
1189,114,201,1163697100.000000,1163857400.000000,6,0,160.300000
1200,114,201,1163704900.000000,1163860400.000000,6,0,155.500000
1201,115,201,1163705600.000000,1163786100.000000,5,0,80.500000
1206,114,201,1163707000.000000,1163862200.000000,6,0,155.200000
1210,115,223,1163708200.000000,1163797200.000000,5,1,89.000000
1214,115,201,1163711100.000000,1163865000.000000,5,0,153.900000
1219,114,201,1163713200.000000,1163863500.000000,6,0,150.300000
1226,115,201,1163716400.000000,1163866600.000000,5,0,150.200000
1235,114,201,1163718900.000000,1163856200.000000,6,0,137.300000
1244,114,201,1163721200.000000,1163868700.000000,6,0,147.500000
1299,115,201,1163751400.000000,1163870400.000000,5,0,119.000000
1375,114,201,1163795400.000000,1163887000.000000,6,0,91.600000
1377,115,201,1163795800.000000,1163886600.000000,5,0,90.800000
1386,114,201,1163800000.000000,1163958600.000000,6,0,158.600000
1392,114,201,1163802800.000000,1163960700.000000,6,0,157.900000
1397,114,201,1163804500.000000,1163887700.000000,6,0,83.200000
1404,114,202,1163807100.000000,1163885600.000000,6,11,78.500000
1405,115,201,1163807100.000000,1163957200.000000,5,0,150.100000
1412,115,201,1163809700.000000,1163963000.000000,5,0,153.300000
1413,115,223,1163809700.000000,1163956000.000000,5,1,146.300000
1419,114,201,1163812600.000000,1163964100.000000,6,0,151.500000
1432,114,201,1163814500.000000,1163965600.000000,6,0,151.100000
1446,114,201,1163818300.000000,1163965900.000000,6,0,147.600000
1449,115,223,1163820200.000000,1163966900.000000,5,1,146.700000
1453,114,201,1163820600.000000,1163967900.000000,6,0,147.300000
1463,115,201,1163827600.000000,1163969900.000000,5,0,142.300000
1551,115,201,1163895800.000000,1164058700.000000,5,0,162.900000
1555,114,201,1163898600.000000,1163985100.000000,6,0,86.500000
1556,114,223,1163900700.000000,1163983800.000000,6,1,83.100000
1561,114,201,1163902800.000000,1163986400.000000,6,0,83.600000
1564,115,223,1163903900.000000,1164057500.000000,5,1,153.600000
1573,114,201,1163907100.000000,1163987800.000000,6,0,80.700000
1583,114,201,1163910300.000000,1164056500.000000,6,0,146.200000
1588,114,202,1163912600.000000,1163987100.000000,6,11,74.500000
1615,114,202,1163918800.000000,1163988700.000000,6,11,69.900000
1618,114,201,1163920400.000000,1164054700.000000,6,0,134.300000
1629,114,201,1163921500.000000,1164061800.000000,6,0,140.300000
1638,114,223,1163926300.000000,1164063200.000000,6,1,136.900000
1643,114,202,1163928700.000000,1164042500.000000,6,11,113.800000
1669,115,201,1163071700.000000,1163186000.000000,5,0,114.300000
1672,115,201,1163076000.000000,1163188300.000000,5,0,112.300000
1709,115,201,1163174800.000000,1163282000.000000,5,0,107.200000
